Complexity|MSE|Equation
170|9.822112e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.61145175))), sinh(plus(asinh(relu(cube(plus(greater(plus(mean_g, mult(plus(mult(g1, 1.2127938), g2), sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -4.023097)), relu(g0))), -0.17866482)))), plus(mult(t, 2.815143), mean_g2)), pow(g0, 0.642864))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.668649), asinh(asinh(plus(plus(tanh(mult(g3, 7.117863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6730578))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 11.861715), mult(g1, 8.493516))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(tanh(plus(t, mean_g2)), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g1)), t), -0.0014967613)), greater(mean_g, pow(square(g2), 0.6262864))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4519424)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.035577424))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 499.72003))))), cube(erfc(t))))), -0.0013101499)
171|9.808775e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.6202775))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.330774)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), tanh(pow(g0, plus(0.5130275, plus(g0, g2))))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6691555))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 11.859227), mult(g1, 7.1993623))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5751481))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.034211375))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 535.73816))))), asinh(erfc(t))))), -0.0013336934)
172|9.804187e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.6202775))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.330774)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), tanh(pow(g0, plus(0.5130275, plus(pow(g0, 0.75541586), g2))))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6691555))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 11.859227), mult(g1, 7.1993623))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5751481)))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.034211375))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 535.73816))))), asinh(erfc(t))))), -0.0013336934)
173|9.800327e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.6202775))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.330774)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), tanh(pow(g0, plus(0.5130275, plus(pow(g0, 0.75541586), g2))))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6691555))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 11.859227), mult(g1, 7.1993623))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5751481))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.034211375))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 577.78625))))), asinh(erfc(t))))), -0.0013336934)
174|9.697216e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -14.421807)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, tanh(plus(greater(plus(g0, mult(g2, 1.1653244)), mean_g), 0.3469566)))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 12.106896), mult(g1, 7.168851))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(sqrtm(sqrtm(g0)), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5767038))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.033182573))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 546.0743))))), asinh(erfc(mean_g))))), -0.0013190105)
175|9.693287e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -14.421807)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, tanh(plus(greater(plus(g0, mult(g2, 1.1653244)), mean_g), 0.3469566)))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(mult(g3, 6.8627863), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 12.106896), mult(g1, 7.168851))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5767038))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.033182573))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 546.0743))))), asinh(erfc(mean_g))))), -0.0013190105)
176|9.683364e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -14.421807)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, tanh(plus(greater(plus(g0, mult(g2, 1.1653244)), mean_g), 0.3469566)))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.7314184), asinh(asinh(plus(plus(tanh(mult(g3, 6.8627863)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 12.106896), mult(g1, 7.168851))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g0)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5767038))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.033182573))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 546.0743))))), asinh(erfc(mean_g))))), -0.0013190105)
177|9.608826e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(sinh(mean_g), mult(mult(g4, g1), -16.009806)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, plus(greater(plus(pow(g0, 0.9524785), mult(g2, 1.1653244)), mean_g), 0.3040571))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 3.3278384), asinh(asinh(plus(plus(mult(g3, 6.519524), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 13.034673), mult(g1, 7.168851))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.65030164), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g1)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5767038))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.03178504))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 546.0743))))), asinh(erfc(mean_g))))), -0.0013077306)
178|9.603031e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(sinh(mean_g), mult(mult(g4, g1), -16.009806)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, plus(greater(plus(pow(g0, 0.9524785), mult(g2, 1.1653244)), mean_g), 0.3040571))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 3.3278384), asinh(asinh(plus(plus(tanh(mult(g3, 6.5163937)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 13.034673), mult(g1, 7.168851))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.65030164), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g1)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5767038))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.03178504))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 546.0743))))), asinh(erfc(mean_g))))), -0.0013077306)
179|9.602703e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(sinh(mean_g), mult(mult(g4, g1), -16.009806)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, plus(asinh(greater(plus(pow(g0, 0.9524785), mult(g2, 1.1653244)), mean_g)), 0.3040571))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 3.3278384), asinh(asinh(plus(plus(tanh(mult(g3, 6.5163937)), sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0)))))), tanh(plus(mult(plus(g2, g4), 13.034673), mult(g1, 7.168851))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.65030164), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g1)), t), -0.0015046691)), greater(mean_g, pow(square(g2), 0.5767038))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(t, t))), -0.03178504))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 546.0743))))), asinh(erfc(mean_g))))), -0.0013077306)
182|9.572153e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.619373))), sinh(plus(asinh(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.067345)), g0)), -0.19745083))))), plus(mult(t, 2.815143), mean_g2)), pow(g0, asinh(plus(greater(plus(g0, mult(abs(g2), plus(1.1653244, g2))), mean_g), 0.25192156)))))), sinh(sinh(sinh(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 3.414611), asinh(asinh(plus(plus(tanh(mult(g3, 6.787598)), square(sinh(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.6781479))))), greater(t, sqrtm(g0))))))), tanh(plus(mult(plus(g2, g4), 12.974726), mult(g1, 7.8554244))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.67305887), 1.5954019)), mean_g)), plus(sqrtm(sqrtm(g0)), t)), greater(mean_g, pow(square(g2), 0.5767038))))), plus(sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)), t))))), sqrtm(t))), plus(mult(1.6544659, t), t))), -0.033182573))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 549.648))))), asinh(erfc(mean_g))))), -0.0012757618)
184|9.508987e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.62493265))), sinh(plus(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.08384)), g0)), -0.19745083))))), plus(mult(t, 2.8184173), mean_g2)), pow(tanh(g0), sinh(plus(greater(plus(g0, abs(mult(g2, -1.215278))), mean_g), 0.35753804))))), sinh(sinh(sinh(pow(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.740715), asinh(asinh(plus(plus(tanh(mult(g3, 5.4793134)), cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.67494565))))), greater(t, sqrtm(g0))))), asinh(tanh(plus(mult(plus(g2, g4), 10.765664), mult(g1, 7.202791)))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g0)), t), -0.0014998885)), greater(mean_g, pow(plus(square(relu(g2)), mean_g2), 0.6127154))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(mult(t, 2.191603), t))), -0.04031063), square(exp(mean_g))))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 607.84576))))), 0.91338956))), -0.0012096278)
185|9.502652e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.62493265))), sinh(plus(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.08384)), g0)), -0.19745083))))), plus(mult(t, 2.8184173), mean_g2)), pow(tanh(g0), sinh(plus(greater(plus(g0, abs(mult(g2, -1.215278))), mean_g), 0.35753804))))), sinh(sinh(sinh(pow(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.740715), asinh(asinh(plus(plus(tanh(mult(g3, 5.4793134)), cube(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.67494565))))), greater(t, sqrtm(g0)))))), asinh(tanh(plus(mult(plus(g2, g4), 10.765664), mult(g1, 7.202791)))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g0)), t), -0.0014998885)), greater(mean_g, pow(plus(square(relu(g2)), mean_g2), 0.6127154))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(mult(t, 2.191603), t))), -0.04031063), square(exp(mean_g))))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 607.84576))))), 0.91338956))), -0.0012096278)
186|9.502652e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.62493265))), sinh(plus(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.08384)), g0)), -0.19745083))))), plus(mult(t, 2.8184173), mean_g2)), pow(tanh(g0), sinh(plus(greater(plus(g0, abs(mult(g2, -1.215278))), mean_g), tanh(0.3740602)))))), sinh(sinh(sinh(pow(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.740715), asinh(asinh(plus(plus(tanh(mult(g3, 5.4793134)), cube(cube(mult(cube(cube(plus(g1, greater(mean_g2, mult(t, 0.67494565))))), greater(t, sqrtm(g0)))))), asinh(tanh(plus(mult(plus(g2, g4), 10.765664), mult(g1, 7.202791)))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(sqrtm(sqrtm(g0)), t), -0.0014998885)), greater(mean_g, pow(plus(square(relu(g2)), mean_g2), 0.6127154))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(mult(t, 2.191603), t))), -0.04031063), square(exp(mean_g))))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 607.84576))))), 0.91338956))), -0.0012096278)
187|9.500744e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.62493265))), sinh(plus(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.08384)), g0)), -0.19745083))))), plus(mult(t, 2.8184173), mean_g2)), pow(tanh(g0), sinh(plus(greater(plus(g0, abs(mult(g2, -1.215278))), mean_g), 0.37257645))))), sinh(sinh(sinh(pow(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.680032), asinh(asinh(asinh(plus(plus(tanh(mult(g3, 5.8031545)), cube(cube(cube(mult(cube(plus(g1, greater(mean_g2, mult(t, 0.67494565)))), greater(t, sqrtm(g0))))))), tanh(plus(mult(plus(g2, g4), 10.765664), mult(g1, 7.217844)))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(plus(sqrtm(sqrtm(g0)), t), -0.0014998885), g3)), greater(mean_g, pow(plus(square(relu(g2)), mean_g2), 0.6159857))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(mult(t, 2.5896819), t))), -0.041712772), square(exp(mean_g))))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 577.37573))))), 0.90696245))), -0.0012290363)
188|9.50007e-6|mult(plus(plus(cube(cube(mult(asinh(plus(sign(g3), sign(g1))), 0.62493265))), sinh(plus(cube(plus(greater(plus(mean_g, mult(plus(g1, g2), sinh(sinh(plus(sinh(greater(plus(mean_g, mult(mult(g4, g1), -16.08384)), g0)), -0.19745083))))), plus(mult(t, 2.8184173), mean_g2)), pow(tanh(g0), sinh(plus(greater(plus(g0, abs(mult(g2, -1.215278))), mean_g), 0.37257645))))), sinh(sinh(sinh(pow(plus(sinh(plus(pow(sinh(tanh(tanh(sinh(plus(mult(plus(g2, g0), 2.680032), asinh(asinh(asinh(plus(plus(tanh(mult(g3, 5.8031545)), cube(sinh(cube(cube(mult(cube(plus(g1, greater(mean_g2, mult(t, 0.67494565)))), greater(t, sqrtm(g0)))))))), tanh(plus(mult(plus(g2, g4), 10.765664), mult(g1, 7.217844)))))))))))), plus(sinh(sinh(sinh(plus(sqrtm(sinh(pow(mult(tanh(greater(mult(plus(plus(t, mean_g2), t), plus(pow(g3, 0.6472239), 1.5954019)), mean_g)), plus(plus(plus(sqrtm(sqrtm(g0)), t), -0.0014998885), g3)), greater(mean_g, pow(plus(square(relu(g2)), mean_g2), 0.6159857))))), sinh(greater(mult(plus(greater(mult(mean_g2, 0.84532756), t), mean_g2), plus(g2, 7.4658475)), 0.019832876)))))), sqrtm(t))), plus(mult(t, 2.5896819), t))), -0.041712772), square(exp(mean_g))))))))), sinh(mult(sinh(sinh(tanh(asinh(mult(g0, 577.37573))))), 0.90696245))), -0.0012290363)
